"id","title","production_countries"
12569,"Extract","United States of America"
24356,"Masked and Anonymous","United States of America"
24356,"Masked and Anonymous","United Kingdom"
2577,"Code 46","United Kingdom"
103903,"Outside Bet","United Kingdom"
73873,"Albert Nobbs","United Kingdom"
73873,"Albert Nobbs","Ireland"
312113,"Black November","United States of America"
312113,"Black November","Nigeria"
14165,"Ta Ra Rum Pum","India"
2011,"Persepolis","France"
2011,"Persepolis","United States of America"
45650,"The Hole","United States of America"
7735,"The Wave","Germany"
301365,"The Neon Demon","Denmark"
301365,"The Neon Demon","France"
301365,"The Neon Demon","United States of America"
25941,"Harry Brown","United Kingdom"
7326,"Juno","United States of America"
326284,"Pound of Flesh","Canada"
681,"Diamonds Are Forever","United Kingdom"
681,"Diamonds Are Forever","United States of America"
238,"The Godfather","United States of America"
535,"Flashdance","United States of America"
19913,"(500) Days of Summer","United States of America"
713,"The Piano","New Zealand"
713,"The Piano","Australia"
713,"The Piano","France"
77930,"Magic Mike","United States of America"
10727,"Darkness Falls","Australia"
10727,"Darkness Falls","United States of America"
253,"Live and Let Die","United Kingdom"
17908,"My Dog Skip","United States of America"
8390,"Definitely, Maybe","France"
8390,"Definitely, Maybe","Germany"
8390,"Definitely, Maybe","United Kingdom"
8390,"Definitely, Maybe","United States of America"
57119,"Jumping the Broom","United States of America"
3291,"Good Night, and Good Luck.","France"
3291,"Good Night, and Good Luck.","Japan"
3291,"Good Night, and Good Luck.","United Kingdom"
3291,"Good Night, and Good Luck.","United States of America"
398,"Capote","Canada"
398,"Capote","United States of America"
8068,"Desperado","United States of America"
10803,"Logan's Run","United States of America"
682,"The Man with the Golden Gun","United Kingdom"
682,"The Man with the Golden Gun","United States of America"
10117,"Action Jackson","United States of America"
9392,"The Descent","United Kingdom"
24977,"Michael Jordan to the Max","United States of America"
79316,"Devil's Due","United States of America"
2074,"Flirting with Disaster","United States of America"
1696,"The Devil's Rejects","Germany"
1696,"The Devil's Rejects","United States of America"
308639,"Dope","United States of America"
22314,"In Too Deep","United States of America"
2662,"House of 1000 Corpses","United States of America"
77156,"Alien Zone","United States of America"
12573,"A Serious Man","United States of America"
12573,"A Serious Man","United Kingdom"
12573,"A Serious Man","France"
44718,"Get Low","United States of America"
11342,"Warlock","United States of America"
241771,"Beyond the Lights","United States of America"
34653,"A Single Man","United States of America"
11051,"The Last Temptation of Christ","United States of America"
11051,"The Last Temptation of Christ","Canada"
14578,"Outside Providence","United States of America"
57825,"Bride & Prejudice","United Kingdom"
57825,"Bride & Prejudice","United States of America"
9555,"Rabbit-Proof Fence","Australia"
15581,"Who's Your Caddy?","United States of America"
13006,"Split Second","United Kingdom"
16651,"The Other Side of Heaven","United States of America"
4251,"Veer-Zaara","India"
12400,"Redbelt","United States of America"
39053,"Cyrus","United States of America"
14112,"Auto Focus","United States of America"
12271,"Factory Girl","United States of America"
71859,"We Need to Talk About Kevin","United Kingdom"
71859,"We Need to Talk About Kevin","United States of America"
226354,"The Christmas Candle","United Kingdom"
226354,"The Christmas Candle","United States of America"
48620,"The Mighty Macs","United States of America"
33676,"Losin' It","Canada"
33676,"Losin' It","United States of America"
37080,"Mother and Child","Spain"
37080,"Mother and Child","United States of America"
25388,"March or Die","United Kingdom"
11687,"The Visitors","France"
39210,"Somewhere","United States of America"
31535,"Chairman of the Board","United States of America"
44835,"Hesher","United States of America"
192134,"Dom Hemingway","United Kingdom"
1956,"Gerry","United States of America"
1956,"Gerry","Argentina"
24985,"The Heart of Me","Germany"
24985,"The Heart of Me","United Kingdom"
306745,"Freeheld","United States of America"
47088,"The Extra Man","France"
47088,"The Extra Man","United States of America"
110402,"Hard to Be a God","Russia"
27004,"Ca$h","United States of America"
15013,"Wah-Wah","United Kingdom"
15013,"Wah-Wah","South Africa"
15013,"Wah-Wah","France"
8374,"The Boondock Saints","Canada"
8374,"The Boondock Saints","United States of America"
277519,"Z Storm","China"
277519,"Z Storm","Hong Kong"
78381,"Twixt","United States of America"
164372,"The Snow Queen","Russia"
294512,"Alpha and Omega: The Legend of the Saw Tooth Cave","United States of America"
8879,"Pale Rider","United States of America"
13001,"Stargate: The Ark of Truth","Canada"
13001,"Stargate: The Ark of Truth","United States of America"
9571,"Dazed and Confused","United States of America"
13649,"High School Musical 2","United States of America"
334527,"Criminal Activities","United States of America"
2211,"Aimee & Jaguar","Germany"
13919,"The Chumscrubber","Germany"
13919,"The Chumscrubber","United States of America"
14576,"Shade","United States of America"
82505,"House at the End of the Street","United States of America"
46738,"Incendies","Canada"
46738,"Incendies","France"
38970,"Remember Me, My Love","Italy"
41009,"Perrier’s Bounty","Ireland"
41009,"Perrier’s Bounty","United Kingdom"
7347,"Elite Squad","Brazil"
250546,"Annabelle","United States of America"
650,"Boyz n the Hood","United States of America"
16620,"La Bamba","United States of America"
25113,"The Four Seasons","United States of America"
11033,"Dressed to Kill","United States of America"
34723,"The Adventures of Huck Finn","United States of America"
9430,"Go","United States of America"
8998,"Friends with Money","United States of America"
10514,"The Andromeda Strain","United States of America"
10496,"Bats","United States of America"
1591,"Nowhere in Africa","Germany"
76025,"Shame","United Kingdom"
4836,"Layer Cake","United Kingdom"
14631,"The Work and the Glory II: American Zion","United States of America"
87499,"The East","United Kingdom"
87499,"The East","United States of America"
18923,"A Home at the End of the World","United States of America"
26665,"Aberdeen","United Kingdom"
26665,"Aberdeen","Norway"
26665,"Aberdeen","Sweden"
28089,"The Messenger","United States of America"
62255,"Tracker","New Zealand"
62255,"Tracker","United Kingdom"
5708,"Control","Japan"
5708,"Control","United Kingdom"
5708,"Control","United States of America"
5708,"Control","Australia"
218,"The Terminator","United Kingdom"
218,"The Terminator","United States of America"
338,"Good bye, Lenin!","Germany"
21641,"The Damned United","United Kingdom"
10925,"The Return of the Living Dead","United States of America"
2293,"Mallrats","United States of America"
621,"Grease","United States of America"
792,"Platoon","United Kingdom"
792,"Platoon","United States of America"
1777,"Fahrenheit 9/11","United States of America"
642,"Butch Cassidy and the Sundance Kid","United States of America"
433,"Mary Poppins","United States of America"
16619,"Ordinary People","United States of America"
1725,"West Side Story","United States of America"
11977,"Caddyshack","United States of America"
20322,"The Brothers","United States of America"
16158,"The Wood","United States of America"
629,"The Usual Suspects","United States of America"
10160,"A Nightmare on Elm Street 5: The Dream Child","United States of America"
11452,"National Lampoon’s Van Wilder","United States of America"
12163,"The Wrestler","United States of America"
32275,"Duel in the Sun","United States of America"
13785,"Best in Show","United States of America"
1103,"Escape from New York","United States of America"
36739,"School Daze","United States of America"
14144,"Daddy Day Camp","United States of America"
10622,"Mr. Nice Guy","Australia"
10622,"Mr. Nice Guy","Hong Kong"
13370,"A Mighty Wind","United States of America"
11191,"Mystic Pizza","United States of America"
10215,"Sliding Doors","United Kingdom"
10215,"Sliding Doors","United States of America"
25066,"Tales from the Hood","United States of America"
1523,"The Last King of Scotland","United Kingdom"
1523,"The Last King of Scotland","Germany"
1523,"The Last King of Scotland","United States of America"
11361,"Halloween 5: The Revenge of Michael Myers","United States of America"
92591,"Bernie","United States of America"
57612,"Dolphins and Whales: Tribes of the Ocean","Bahamas"
57612,"Dolphins and Whales: Tribes of the Ocean","United Kingdom"
12509,"Pollock","United States of America"
15256,"200 Cigarettes","United States of America"
83686,"The Words","United States of America"
80304,"Casa De Mi Padre","United States of America"
28053,"City Island","United States of America"
67913,"The Guard","Ireland"
13991,"College","United States of America"
1443,"The Virgin Suicides","United States of America"
8545,"Little Voice","United Kingdom"
19556,"Miss March","United States of America"
231576,"Wish I Was Here","United States of America"
16172,"Simply Irresistible","United States of America"
13403,"Hedwig and the Angry Inch","United States of America"
15797,"Only the Strong","United States of America"
347764,"Goddess of Love","Canada"
347764,"Goddess of Love","United States of America"
13537,"Shattered Glass","Canada"
13537,"Shattered Glass","United States of America"
20794,"Novocaine","United States of America"
31064,"The Business of Strangers","United States of America"
576,"The Wild Bunch","United States of America"
13990,"The Wackness","United States of America"
11583,"The First Great Train Robbery","United Kingdom"
18602,"Morvern Callar","United Kingdom"
18602,"Morvern Callar","Canada"
27549,"Beastmaster 2: Through the Portal of Time","United States of America"
59728,"The 5th Quarter","United States of America"
10930,"The Flower of Evil","France"
32395,"The Greatest","United States of America"
58882,"Snow Flower and the Secret Fan","China"
7547,"Come Early Morning","United States of America"
35944,"Lucky Break","United Kingdom"
35944,"Lucky Break","Germany"
42222,"Julia","United States of America"
13827,"Surfer, Dude","United States of America"
9282,"11:14","Canada"
9282,"11:14","United States of America"
38940,"Men of War","United States of America"
38940,"Men of War","Spain"
35689,"Don McKay","United States of America"
97614,"Deadfall","France"
97614,"Deadfall","United States of America"
37206,"A Shine of Rainbows","Canada"
37206,"A Shine of Rainbows","Ireland"
58626,"The Hit List","United States of America"
837,"Videodrome","Canada"
1555,"The Spanish Apartment","France"
244783,"Song One","United States of America"
16564,"Winter in Wartime","Netherlands"
16564,"Winter in Wartime","Belgium"
168027,"Freaky Deaky","United States of America"
3482,"The Train","France"
3482,"The Train","United States of America"
135595,"Trade Of Innocents","United States of America"
135595,"Trade Of Innocents","Thailand"
8982,"The Protector","Thailand"
8982,"The Protector","Australia"
89861,"Stiff Upper Lips","United Kingdom"
89861,"Stiff Upper Lips","India"
455,"Bend It Like Beckham","India"
455,"Bend It Like Beckham","Germany"
455,"Bend It Like Beckham","United Kingdom"
455,"Bend It Like Beckham","United States of America"
14351,"Crossover","United States of America"
10664,"[REC]²","Spain"
9277,"The Sting","United States of America"
9443,"Chariots of Fire","United Kingdom"
7863,"Shine","Australia"
138697,"Don Jon","United States of America"
11901,"High Plains Drifter","United States of America"
1548,"Ghost World","Germany"
1548,"Ghost World","United Kingdom"
1548,"Ghost World","United States of America"
11889,"Iris","Canada"
11889,"Iris","United Kingdom"
33155,"Galaxina","United States of America"
5528,"The Chorus","Switzerland"
5528,"The Chorus","Germany"
5528,"The Chorus","France"
321,"Mambo Italiano","Canada"
4997,"Wonderland","Canada"
4997,"Wonderland","United States of America"
925,"Do the Right Thing","United States of America"
27451,"Harvard Man","United States of America"
73532,"Le Havre","Finland"
73532,"Le Havre","France"
73532,"Le Havre","Germany"
979,"Irreversible","France"
193722,"R100","Japan"
7913,"Rang De Basanti","India"
253253,"Animals","United States of America"
51995,"Salvation Boulevard","United States of America"
13173,"The Ten","United States of America"
22908,"A Room for Romeo Brass","Canada"
22908,"A Room for Romeo Brass","United Kingdom"
70670,"Headhunters","Germany"
70670,"Headhunters","Norway"
84204,"Grabbers","Ireland"
84204,"Grabbers","United Kingdom"
25248,"Saint Ralph","Canada"
230266,"Miss Julie","United Kingdom"
230266,"Miss Julie","Norway"
16633,"Somewhere in Time","United States of America"
91586,"Insidious: Chapter 2","United States of America"
215,"Saw II","United States of America"
333371,"10 Cloverfield Lane","United States of America"
9012,"Jackass: The Movie","United States of America"
345911,"Lights Out","United States of America"
72571,"Paranormal Activity 3","United States of America"
242512,"Ouija","Japan"
242512,"Ouija","United States of America"
10072,"A Nightmare on Elm Street 3: Dream Warriors","United States of America"
211954,"Instructions Not Included","Mexico"
82990,"Paranormal Activity 4","United States of America"
29912,"The Robe","United States of America"
11843,"The Return of the Pink Panther","United Kingdom"
11284,"Freddy's Dead: The Final Nightmare","United States of America"
504,"Monster","United States of America"
173,"20,000 Leagues Under the Sea","United States of America"
227348,"Paranormal Activity: The Marked Ones","United States of America"
1955,"The Elephant Man","United Kingdom"
1955,"The Elephant Man","United States of America"
152532,"Dallas Buyers Club","United States of America"
243940,"The Lazarus Effect","United States of America"
77,"Memento","United States of America"
157547,"Oculus","United States of America"
2295,"Clerks II","United States of America"
71,"Billy Elliot","France"
71,"Billy Elliot","United Kingdom"
147773,"The Way Way Back","United States of America"
16096,"House Party 2","United States of America"
24266,"The Man from Snowy River","Australia"
16508,"Doug's 1st Movie","United States of America"
2895,"The Apostle","United States of America"
15660,"Mommie Dearest","United States of America"
59968,"Our Idiot Brother","United States of America"
323677,"Race","Canada"
323677,"Race","Germany"
19848,"The Players Club","United States of America"
256274,"As Above, So Below","United States of America"
235271,"Addicted","United States of America"
284293,"Still Alice","United States of America"
24973,"The Egyptian","United States of America"
21610,"Nighthawks","United States of America"
10283,"Friday the 13th Part VIII: Jason Takes Manhattan","United States of America"
8346,"My Big Fat Greek Wedding","Canada"
8346,"My Big Fat Greek Wedding","United States of America"
122081,"Spring Breakers","France"
122081,"Spring Breakers","United States of America"
10987,"Halloween: The Curse of Michael Myers","United States of America"
1391,"Y Tu Mamá También","Mexico"
747,"Shaun of the Dead","United Kingdom"
747,"Shaun of the Dead","United States of America"
747,"Shaun of the Dead","France"
14745,"The Haunting of Molly Hartley","United States of America"
26748,"Lone Star","United States of America"
11357,"Halloween 4: The Return of Michael Myers","United States of America"
24913,"April Fool's Day","Canada"
24913,"April Fool's Day","United States of America"
13776,"Diner","United States of America"
14854,"Lone Wolf McQuade","United States of America"
50357,"Apollo 18","Canada"
50357,"Apollo 18","United States of America"
13090,"Sunshine Cleaning","United States of America"
192141,"No Escape","United States of America"
16441,"The Beastmaster","United States of America"
29996,"Solomon and Sheba","United States of America"
351819,"Fifty Shades of Black","United States of America"
14834,"Not Easily Broken","United States of America"
22649,"A Farewell to Arms","United States of America"
378200,"The Perfect Match","United States of America"
20455,"Digimon: The Movie","Japan"
20455,"Digimon: The Movie","United States of America"
13193,"Saved!","United States of America"
11042,"The Barbarian Invasions","Canada"
11042,"The Barbarian Invasions","France"
10786,"Robin and Marian","United Kingdom"
10786,"Robin and Marian","United States of America"
12484,"The Forsaken","United States of America"
17339,"Force 10 from Navarone","United Kingdom"
11959,"UHF","United States of America"
9900,"Grandma's Boy","United States of America"
14662,"Slums of Beverly Hills","United States of America"
335,"Once Upon a Time in the West","Italy"
335,"Once Upon a Time in the West","Spain"
335,"Once Upon a Time in the West","United States of America"
15745,"Made","United States of America"
17431,"Moon","United Kingdom"
21014,"Keeping Up with the Steins","United States of America"
78394,"Sea Rex 3D: Journey to a Prehistoric World","France"
78394,"Sea Rex 3D: Journey to a Prehistoric World","United Kingdom"
10217,"The Sweet Hereafter","Canada"
46332,"Of Gods and Men","France"
13996,"Bottle Shock","United States of America"
3028,"Jekyll and Hyde ... Together Again","United States of America"
1024,"Heavenly Creatures","New Zealand"
343795,"90 Minutes in Heaven","United States of America"
45658,"Everything Must Go","United States of America"
16148,"Zero Effect","United States of America"
4553,"The Machinist","United States of America"
4553,"The Machinist","Spain"
36351,"Light Sleeper","United States of America"
245916,"Kill the Messenger","United States of America"
27585,"Rabbit Hole","United States of America"
1415,"Party Monster","Netherlands"
1415,"Party Monster","United States of America"
313922,"Green Room","United States of America"
14474,"The Oh in Ohio","United States of America"
199933,"Atlas Shrugged Part III: Who is John Galt?","United States of America"
13685,"Bottle Rocket","United States of America"
8744,"Albino Alligator","United States of America"
38428,"Gandhi, My Father","India"
8847,"Standard Operating Procedure","United States of America"
39269,"Out of the Blue","Canada"
46838,"Tucker and Dale vs Evil","Canada"
46838,"Tucker and Dale vs Evil","United States of America"
56930,"Tycoon","United States of America"
41730,"Desert Blue","United States of America"
18442,"Decoys","Canada"
298312,"The Visit","United States of America"
11600,"Redacted","United States of America"
71547,"Fascination","United Kingdom"
71547,"Fascination","Germany"
57876,"Area 51","United States of America"
77495,"Sleep Tight","Spain"
13849,"The Cottage","United Kingdom"
14849,"Dead Like Me: Life After Death","United States of America"
12486,"Farce of the Penguins","United States of America"
244403,"Rudderless","United States of America"
292481,"Henry & Me","United States of America"
340816,"Christmas Eve","United States of America"
78814,"We Have Your Husband","United States of America"
297596,"Dying of the Light","Bahamas"
297596,"Dying of the Light","United States of America"
299552,"Born Of War","Cyprus"
299552,"Born Of War","Jordan"
299552,"Born Of War","United Kingdom"
11935,"Capricorn One","United Kingdom"
11935,"Capricorn One","United States of America"
113406,"Should've Been Romeo","United States of America"
447027,"Running Forever","United States of America"
290825,"Yoga Hosers","United States of America"
361159,"Navy Seals vs. Zombies","United States of America"
12555,"I Served the King of England","Czech Republic"
12555,"I Served the King of England","Slovakia"
31175,"Soul Kitchen","Germany"
12498,"Sling Blade","United States of America"
77949,"The Awakening","United Kingdom"
1690,"Hostel","United States of America"
8435,"A Cock and Bull Story","United Kingdom"
64720,"Take Shelter","United States of America"
49365,"Lady in White","United States of America"
11404,"Driving Lessons","United Kingdom"
300706,"Let's Kill Ward's Wife","United States of America"
16337,"The Texas Chainsaw Massacre 2","United States of America"
11577,"Pat Garrett & Billy the Kid","United States of America"
77987,"Only God Forgives","France"
77987,"Only God Forgives","Denmark"
77987,"Only God Forgives","Sweden"
77987,"Only God Forgives","Thailand"
77987,"Only God Forgives","United States of America"
40185,"Camping Sauvage","France"
68202,"Without Men","United States of America"
8981,"Dear Frankie","United Kingdom"
10914,"All Hat","Canada"
10914,"All Hat","United Kingdom"
10914,"All Hat","United States of America"
50848,"The Names of Love","France"
166624,"Treading Water","Canada"
166624,"Treading Water","Mexico"
10822,"Savage Grace","United States of America"
10822,"Savage Grace","Spain"
10822,"Savage Grace","France"
10844,"Out of the Blue","New Zealand"
9336,"Police Academy","United States of America"
5689,"The Blue Lagoon","United States of America"
712,"Four Weddings and a Funeral","United Kingdom"
13342,"Fast Times at Ridgemont High","United States of America"
10339,"Moby Dick","United States of America"
1429,"25th Hour","United States of America"
9303,"Bound","United States of America"
641,"Requiem for a Dream","United States of America"
27686,"State Fair","United States of America"
65749,"Tango","Argentina"
65749,"Tango","Spain"
6106,"Salvador","United Kingdom"
6106,"Salvador","United States of America"
252680,"Moms' Night Out","United States of America"
141,"Donnie Darko","United States of America"
17139,"Character","Netherlands"
17139,"Character","Belgium"
12079,"Spun","United States of America"
39800,"Life During Wartime","United States of America"
4550,"Sympathy for Lady Vengeance","South Korea"
62116,"Mozart's Sister","France"
9991,"Mean Machine","United Kingdom"
9991,"Mean Machine","United States of America"
13807,"Exiled","Hong Kong"
68818,"Blackthorn","Bolivia"
68818,"Blackthorn","France"
68818,"Blackthorn","Spain"
68818,"Blackthorn","United Kingdom"
12093,"Lilya 4-ever","Denmark"
12093,"Lilya 4-ever","Sweden"
36419,"After.Life","United States of America"
281730,"Fugly","India"
510,"One Flew Over the Cuckoo's Nest","United States of America"
362105,"R.L. Stine's Monsterville: The Cabinet of Souls","United States of America"
10970,"Silent Movie","United States of America"
375290,"Airlift","India"
17663,"Anne of Green Gables","United States of America"
270938,"Falcon Rising","United States of America"
116613,"The Sweeney","United Kingdom"
11826,"Sexy Beast","Spain"
11826,"Sexy Beast","United Kingdom"
29920,"Easy Money","Denmark"
29920,"Easy Money","Sweden"
29920,"Easy Money","Germany"
1088,"Whale Rider","New Zealand"
26379,"Paa","India"
34069,"Cargo","Switzerland"
10947,"High School Musical","United States of America"
47452,"Love and Death on Long Island","Canada"
47452,"Love and Death on Long Island","United Kingdom"
3040,"Night Watch","Russia"
11386,"The Crying Game","Japan"
11386,"The Crying Game","United Kingdom"
11386,"The Crying Game","Ireland"
10246,"Porky's","United States of America"
10246,"Porky's","Canada"
29426,"Survival of the Dead","Canada"
29426,"Survival of the Dead","United States of America"
10331,"Night of the Living Dead","United States of America"
153,"Lost in Translation","Japan"
153,"Lost in Translation","United States of America"
703,"Annie Hall","United States of America"
27191,"The Greatest Show on Earth","United States of America"
1365,"Monster's Ball","United States of America"
287424,"Maggie","Switzerland"
287424,"Maggie","United States of America"
451,"Leaving Las Vegas","United States of America"
165864,"Hansel and Gretel Get Baked","United States of America"
987,"The Front Page","United States of America"
241251,"The Boy Next Door","United States of America"
40494,"Trapeze","United States of America"
39781,"The Kids Are All Right","United States of America"
8337,"They Live","United States of America"
5925,"The Great Escape","United States of America"
8357,"What the #$*! Do We (K)now!?","United States of America"
146203,"The Last Exorcism Part II","United States of America"
85350,"Boyhood","United States of America"
512,"Scoop","United Kingdom"
13408,"The Wash","United States of America"
47816,"3 Strikes","United States of America"
10744,"The Cooler","United States of America"
11536,"The Misfits","United States of America"
9782,"The Night Listener","United States of America"
18713,"The Jerky Boys","United States of America"
6537,"The Orphanage","Spain"
6537,"The Orphanage","Mexico"
184345,"A Haunted House 2","United States of America"
1809,"The Rules of Attraction","Germany"
1809,"The Rules of Attraction","United States of America"
2370,"Topaz","United States of America"
9809,"Let's Go to Prison","United States of America"
5,"Four Rooms","United States of America"
11013,"Secretary","United States of America"
19153,"The Real Cancun","United States of America"
10132,"Talk Radio","Canada"
10132,"Talk Radio","United States of America"
16448,"Waiting for Guffman","United States of America"
15122,"Love Stinks","United States of America"
8141,"You Kill Me","United States of America"
1546,"Thumbsucker","United States of America"
48572,"Red State","United States of America"
14517,"Mirrormask","United Kingdom"
14517,"Mirrormask","United States of America"
89708,"Samsara","United States of America"
27551,"The Barbarians","Italy"
27551,"The Barbarians","United States of America"
64678,"The Art of Getting By","United States of America"
309503,"Zipper","United States of America"
14293,"Poolhall Junkies","United States of America"
15059,"The Loss of Sexual Innocence","United Kingdom"
15059,"The Loss of Sexual Innocence","United States of America"
103328,"Holy Motors","France"
157847,"Joe","United States of America"
25719,"Shooting Fish","United Kingdom"
48309,"Prison","United States of America"
27723,"Psycho Beach Party","Australia"
27723,"Psycho Beach Party","United States of America"
242575,"Guten Tag, Ramón","Mexico"
242575,"Guten Tag, Ramón","Germany"
44945,"Trust","United States of America"
29122,"An Everlasting Piece","United States of America"
125123,"Among Giants","United Kingdom"
111190,"Adore","France"
111190,"Adore","Australia"
133575,"The Velocity of Gary","United States of America"
54580,"Mondays in the Sun","Spain"
54580,"Mondays in the Sun","France"
54580,"Mondays in the Sun","Italy"
52015,"Stake Land","United States of America"
34941,"The Last Time I Committed Suicide","United States of America"
227975,"Futuro Beach","Brazil"
227975,"Futuro Beach","Germany"
60422,"Another Happy Day","United States of America"
81390,"A Lonely Place to Die","United Kingdom"
10981,"Nothing","Canada"
225235,"The Geographer Drank His Globe Away","Russia"
14902,"1776","United States of America"
121676,"Inescapable","Canada"
121676,"Inescapable","Germany"
121676,"Inescapable","South Africa"
22301,"Hell's Angels","United States of America"
257087,"The Veil","United States of America"
46420,"The Loved Ones","Australia"
114635,"The Helpers","United States of America"
158150,"How to Fall in Love","United States of America"
251979,"The Perfect Wave","South Africa"
874,"A Man for All Seasons","United Kingdom"
10774,"Network","United States of America"
770,"Gone with the Wind","United States of America"
266102,"Desert Dancer","Morocco"
266102,"Desert Dancer","Romania"
266102,"Desert Dancer","United Arab Emirates"
266102,"Desert Dancer","United Kingdom"
29715,"Major Dundee","United States of America"
25209,"Annie Get Your Gun","United States of America"
37495,"Four Lions","United Kingdom"
29262,"The House of Sand","Brazil"
34769,"Defendor","Canada"
34769,"Defendor","United Kingdom"
34769,"Defendor","United States of America"
35032,"The Pirate","United States of America"
5178,"The Good Heart","Denmark"
5178,"The Good Heart","France"
5178,"The Good Heart","Iceland"
5178,"The Good Heart","United States of America"
8618,"The History Boys","United Kingdom"
3116,"Midnight Cowboy","United States of America"
9427,"The Full Monty","United Kingdom"
813,"Airplane!","United States of America"
352978,"Chain of Command","United States of America"
10634,"Friday","United States of America"
9516,"Menace II Society","United States of America"
16288,"Creepshow 2","United States of America"
23330,"The Ballad of Cable Hogue","United States of America"
18900,"In Cold Blood","United States of America"
27029,"The Nun's Story","United States of America"
26268,"Harper","United States of America"
573,"Frenzy","United Kingdom"
310131,"The Witch","Canada"
310131,"The Witch","United States of America"
40505,"I Got the Hook Up","United States of America"
11363,"She's the One","United States of America"
3033,"Gods and Monsters","United Kingdom"
3033,"Gods and Monsters","United States of America"
25376,"The Secret in Their Eyes","Argentina"
25376,"The Secret in Their Eyes","Spain"
22007,"Train","United States of America"
765,"Evil Dead II","United States of America"
10615,"Pootie Tang","United States of America"
205321,"Sharknado","United States of America"
89540,"The Other Conquest","Mexico"
46146,"Troll Hunter","Norway"
38007,"Ira & Abby","United States of America"
14256,"Winter Passing","United States of America"
540,"D.E.B.S.","United States of America"
370464,"The Masked Saint","United States of America"
20055,"The Betrayed","United States of America"
224569,"Taxman","United States of America"
39303,"2:13","United States of America"
142061,"Batman: The Dark Knight Returns, Part 2","United States of America"
370662,"Time to Choose","United States of America"
252360,"In the Name of the King III","Bulgaria"
252360,"In the Name of the King III","Canada"
256740,"Wicked Blood","United States of America"
299145,"Stranded","United States of America"
241766,"Lords of London","United Kingdom"
12535,"High Anxiety","United States of America"
1667,"March of the Penguins","France"
50839,"Margin Call","United States of America"
13973,"Choke","United States of America"
244786,"Whiplash","United States of America"
598,"City of God","Brazil"
598,"City of God","France"
11129,"Human Traffic","United Kingdom"
11129,"Human Traffic","Ireland"
75861,"To Write Love on Her Arms","United States of America"
13551,"The Dead Girl","United States of America"
103663,"The Hunt","Denmark"
103663,"The Hunt","Sweden"
850,"A Christmas Story","United States of America"
850,"A Christmas Story","Canada"
12586,"Bella","Mexico"
12586,"Bella","United States of America"
11564,"Class of 1984","Canada"
301748,"The Opposite Sex","United States of America"
108346,"Dreaming of Joseph Lees","United Kingdom"
108346,"Dreaming of Joseph Lees","United States of America"
8841,"The Class","France"
805,"Rosemary's Baby","United States of America"
11697,"The Man Who Shot Liberty Valance","United States of America"
22051,"Adam","United States of America"
436,"Maria Full of Grace","Ecuador"
436,"Maria Full of Grace","Colombia"
436,"Maria Full of Grace","United States of America"
55347,"Beginners","United States of America"
10070,"Feast","United States of America"
8469,"Animal House","United States of America"
658,"Goldfinger","United Kingdom"
658,"Goldfinger","United States of America"
125490,"Antiviral","Canada"
1585,"It's a Wonderful Life","United States of America"
627,"Trainspotting","United Kingdom"
23618,"The Original Kings of Comedy","United States of America"
41436,"Paranormal Activity 2","United States of America"
10162,"Waking Ned","France"
10162,"Waking Ned","United Kingdom"
10162,"Waking Ned","United States of America"
1430,"Bowling for Columbine","United States of America"
259943,"Coming Home","China"
10014,"A Nightmare on Elm Street Part 2: Freddy's Revenge","United States of America"
11257,"A Room with a View","United Kingdom"
158015,"The Purge","France"
158015,"The Purge","United States of America"
82507,"Sinister","United States of America"
20337,"Martin Lawrence Live: Runteldat","United States of America"
261,"Cat on a Hot Tin Roof","United States of America"
1685,"Beneath the Planet of the Apes","United States of America"
20737,"Air Bud","Canada"
20737,"Air Bud","United States of America"
10991,"Pokémon: Spell of the Unknown","Japan"
10225,"Friday the 13th Part VI: Jason Lives","United States of America"
826,"The Bridge on the River Kwai","United Kingdom"
826,"The Bridge on the River Kwai","United States of America"
34086,"Spaced Invaders","United States of America"
5854,"Family Plot","United States of America"
284,"The Apartment","United States of America"
10285,"Jason Goes to Hell: The Final Friday","United States of America"
5780,"Torn Curtain","United States of America"
292,"Dave Chappelle's Block Party","United States of America"
223485,"Slow West","New Zealand"
223485,"Slow West","United Kingdom"
29463,"Krush Groove","United States of America"
18065,"Next Day Air","United States of America"
22013,"Elmer Gantry","United States of America"
821,"Judgment at Nuremberg","Germany"
821,"Judgment at Nuremberg","United States of America"
53862,"Trippin'","United States of America"
3089,"Red River","United States of America"
30139,"Phat Girlz","United States of America"
132344,"Before Midnight","Greece"
132344,"Before Midnight","United States of America"
15582,"Teen Wolf Too","United States of America"
15158,"Phantasm II","United States of America"
44634,"Woman Thou Art Loosed","United States of America"
7509,"Water","Canada"
10557,"East Is East","United Kingdom"
23531,"Whipped","United States of America"
28005,"Kama Sutra - A Tale of Love","United Kingdom"
28005,"Kama Sutra - A Tale of Love","India"
28005,"Kama Sutra - A Tale of Love","United States of America"
28005,"Kama Sutra - A Tale of Love","Japan"
28005,"Kama Sutra - A Tale of Love","Germany"
40247,"Please Give","United States of America"
252,"Willy Wonka & the Chocolate Factory","United States of America"
24126,"Warlock: The Armageddon","United States of America"
13982,"8 Heads in a Duffel Bag","United Kingdom"
13982,"8 Heads in a Duffel Bag","United States of America"
16642,"Days of Heaven","United States of America"
17734,"Thirteen Conversations About One Thing","United States of America"
18892,"Jawbreaker","United States of America"
549,"Basquiat","United States of America"
